zone_id,hour_of_day,day_of_week,vessel_count,avg_draft_m,weather_wind_knots,weather_visibility_nm,tide_height_m,quay_crane_utilization,yard_occupancy_pct,congestion_index
A,13,5,7,15.69,12.0,4.7,3.0,0.293,0.368,38.27
A,0,3,5,13.43,7.5,4.3,1.86,0.125,0.369,43.41
A,16,4,11,15.72,29.6,5.4,4.65,0.413,0.447,63.75
A,22,1,5,13.51,19.2,8.5,3.24,0.254,0.576,42.33
A,5,6,1,11.65,17.6,10.4,4.91,0.351,0.1,16.8
A,17,2,9,13.87,21.6,4.4,3.53,0.438,0.37,51.93
A,16,0,8,13.65,21.0,4.5,2.12,0.432,0.669,58.73
A,13,2,8,15.09,24.3,5.1,1.98,0.52,0.638,72.74
A,10,4,8,14.27,9.7,5.8,2.03,0.566,0.495,51.87
A,20,1,11,16.48,13.7,9.7,2.68,0.466,0.449,55.38
A,8,5,8,15.93,20.7,8.0,2.94,0.604,0.3,45.29
A,19,1,4,13.43,12.2,8.7,3.97,0.712,0.47,47.31
A,16,6,13,15.29,16.2,10.4,2.58,0.45,0.507,59.79
A,9,5,8,16.5,8.1,10.3,3.84,0.302,0.412,42.11
A,6,0,10,16.5,7.4,1.8,5.24,0.452,0.527,60.74
A,20,3,8,14.38,12.5,7.3,2.09,0.591,0.462,52.49
B,13,2,22,12.91,11.0,9.9,3.23,0.764,0.938,82.02
B,17,3,15,14.3,6.7,6.2,1.71,0.99,0.896,96.79
B,14,2,16,12.0,35.4,8.8,3.89,0.99,0.625,97.3
B,2,6,11,13.92,8.8,8.3,5.4,0.539,0.85,72.22
B,9,4,15,13.1,15.4,7.9,1.8,0.99,0.896,99.0
B,11,0,8,12.2,15.9,6.0,4.12,0.97,0.761,69.32
B,15,5,17,13.74,11.0,9.4,4.04,0.892,0.911,86.05
B,9,6,12,13.2,23.1,4.9,2.58,0.736,0.75,73.52
B,17,3,11,12.27,27.5,7.6,2.12,0.939,0.874,92.04
B,20,1,12,11.1,12.2,6.3,1.16,0.855,0.944,96.24
B,11,4,15,12.61,14.8,9.7,4.15,0.789,0.68,67.82
B,22,2,7,11.61,20.0,7.4,1.42,0.831,0.736,77.89
B,11,1,19,11.04,14.4,6.3,2.08,0.99,0.875,86.78
B,14,4,9,13.2,6.9,9.6,3.11,0.815,0.98,82.88
B,2,6,7,13.46,5.8,6.3,1.42,0.864,0.661,76.36
B,12,6,13,13.47,8.9,9.7,1.54,0.951,0.742,90.82
B,4,5,16,14.8,11.1,4.6,5.33,0.779,0.571,67.37
B,4,2,13,12.29,11.7,7.7,2.12,0.87,0.569,70.09
B,2,0,10,13.28,22.7,5.8,2.01,0.582,0.954,79.27
B,11,3,13,10.73,9.7,5.2,3.33,0.99,0.774,83.93
B,21,3,8,14.99,11.0,7.5,2.89,0.722,0.712,64.8
B,18,2,18,13.01,17.6,11.1,3.06,0.62,0.98,78.67
B,3,2,9,13.29,12.2,10.0,0.9,0.665,0.858,83.6
B,22,5,8,13.1,12.8,8.6,4.46,0.567,0.688,58.53
B,3,3,10,12.19,3.2,6.4,1.41,0.887,0.66,82.18
B,20,0,10,14.18,12.0,5.1,2.74,0.99,0.842,82.19
B,10,0,18,13.03,12.2,10.8,3.27,0.906,0.774,80.7
B,20,1,15,12.85,17.0,9.4,2.76,0.99,0.98,89.27
B,12,5,21,12.71,4.9,6.1,3.78,0.975,0.98,90.32
B,21,6,13,13.18,31.9,8.3,3.66,0.689,0.661,84.02
B,23,5,9,12.68,7.6,8.3,3.4,0.616,0.448,56.05
B,19,0,16,12.12,9.1,6.6,3.26,0.99,0.689,81.25
B,16,4,13,11.1,14.3,8.8,2.77,0.99,0.777,83.34
B,7,6,18,15.62,32.3,7.8,3.99,0.903,0.811,95.85
B,22,3,10,12.71,10.8,8.0,3.29,0.717,0.891,78.66
B,11,1,12,14.62,12.1,2.2,3.56,0.849,0.849,86.13
B,14,5,13,14.52,15.7,7.1,1.53,0.99,0.839,95.97
B,9,6,10,14.12,19.3,9.6,1.94,0.749,0.853,83.6
B,4,5,6,12.03,7.5,7.2,2.59,0.602,0.621,54.93
B,10,2,11,14.24,8.9,9.5,4.23,0.99,0.98,92.05
B,23,1,13,12.23,4.1,8.6,4.15,0.724,0.484,65.38
B,9,3,11,13.03,12.3,4.0,3.22,0.788,0.689,73.72
B,11,6,12,10.8,9.4,5.6,3.87,0.815,0.814,82.39
B,16,4,20,13.0,19.3,6.1,3.2,0.804,0.98,83.13
B,15,3,12,13.53,13.2,9.8,3.52,0.972,0.757,81.3
B,23,4,9,12.26,17.2,7.2,3.77,0.745,0.798,70.03
B,21,4,10,11.51,26.1,7.1,1.29,0.805,0.574,86.62
B,2,2,10,14.02,11.9,6.7,2.79,0.685,0.922,75.07
B,5,4,14,12.81,17.8,6.9,4.34,0.817,0.764,78.79
B,11,1,11,12.55,10.5,7.7,1.24,0.982,0.582,84.8
B,5,1,9,11.18,15.0,4.0,3.81,0.429,0.782,62.96
B,15,0,15,12.62,5.6,8.2,4.46,0.99,0.886,86.91
B,0,0,15,10.95,18.8,10.6,4.13,0.619,0.84,72.17
B,13,1,17,13.5,13.4,8.4,5.25,0.99,0.98,91.72
B,22,1,9,13.91,5.1,9.8,3.29,0.773,0.645,64.48
B,10,5,12,13.16,10.4,7.5,3.93,0.99,0.758,81.02
B,14,0,18,12.45,20.0,7.5,1.37,0.92,0.815,94.22
B,15,6,16,11.48,14.5,4.2,3.3,0.842,0.685,76.75
B,21,3,16,12.57,6.1,8.7,2.66,0.769,0.829,81.77
B,20,3,18,14.76,20.9,7.3,3.75,0.99,0.745,81.01
B,18,0,15,13.1,26.9,4.5,1.2,0.99,0.778,99.0
B,0,3,10,12.71,14.4,9.1,4.16,0.689,0.584,62.94
B,17,1,15,12.63,18.3,4.8,2.21,0.99,0.876,85.54
B,5,4,14,11.52,26.1,7.5,2.64,0.66,0.598,72.93
B,2,1,8,12.73,6.0,11.5,2.83,0.802,0.679,66.1
B,17,4,13,14.43,21.4,9.5,4.7,0.922,0.685,77.5
B,22,2,11,13.19,10.8,10.3,4.22,0.942,0.727,75.54
B,6,1,10,12.7,10.4,8.6,2.24,0.775,0.98,80.98
B,8,2,20,12.39,13.1,6.8,2.94,0.99,0.851,84.0
B,18,4,10,13.93,15.4,10.3,3.9,0.907,0.692,75.85
B,21,6,13,14.01,8.4,1.1,1.59,0.699,0.858,99.0
B,0,0,14,13.15,11.1,10.6,2.94,0.677,0.98,78.72
B,5,5,12,12.84,35.9,8.7,2.85,0.734,0.587,86.29
B,8,1,11,13.83,10.5,5.0,2.49,0.83,0.98,84.74
B,23,2,6,14.15,7.2,7.9,3.73,0.815,0.573,56.06
B,4,0,15,14.88,6.0,5.8,4.82,0.555,0.616,65.15
B,2,5,10,13.78,15.0,6.2,2.9,0.744,0.828,72.7
B,17,0,10,13.39,13.1,5.0,3.46,0.799,0.781,76.37
B,2,3,9,13.73,16.5,7.6,1.03,0.732,0.83,83.75
B,10,6,17,11.75,4.1,9.8,3.51,0.99,0.914,89.28
B,1,0,11,14.91,15.8,5.4,3.52,0.589,0.815,71.72
B,21,6,14,12.25,13.6,11.9,5.4,0.584,0.68,68.24
B,8,1,13,13.04,11.8,8.1,3.85,0.882,0.817,82.74
B,17,0,11,11.43,3.6,6.6,1.24,0.809,0.835,91.04
B,0,0,15,12.86,5.2,8.5,0.9,0.753,0.86,92.71
B,13,0,12,12.59,22.9,12.0,2.86,0.859,0.938,84.56
B,3,1,10,11.94,9.3,8.6,1.06,0.803,0.454,74.65
B,3,0,11,12.99,5.3,6.8,3.4,0.803,0.559,64.62
B,22,0,11,11.72,38.3,5.4,3.82,0.877,0.666,95.86
B,16,5,11,11.99,12.6,9.0,2.98,0.99,0.645,78.24
B,7,3,19,13.26,29.6,6.9,2.24,0.964,0.863,99.0
B,18,3,17,15.09,20.4,7.1,3.47,0.738,0.967,85.42
B,5,6,15,13.13,23.1,8.2,2.67,0.563,0.762,74.58
B,23,3,8,11.76,17.7,9.3,3.19,0.667,0.531,59.93
B,17,0,17,10.89,10.5,3.4,4.06,0.99,0.857,87.97
B,13,3,14,12.14,11.0,7.6,4.27,0.842,0.954,84.77
B,13,1,17,13.79,21.7,5.2,4.08,0.706,0.868,79.35
B,4,1,11,11.59,3.9,6.4,3.06,0.617,0.676,60.49
B,4,2,18,10.1,12.8,6.6,2.09,0.51,0.479,55.47
B,1,1,14,13.0,29.9,6.6,2.71,0.719,0.815,86.72
B,9,6,9,12.48,11.9,7.3,4.33,0.962,0.684,74.38
B,11,5,14,12.54,20.0,7.9,3.68,0.99,0.781,83.44
B,0,6,16,13.17,23.0,5.9,3.22,0.406,0.579,60.59
B,8,6,14,13.63,11.8,6.1,2.94,0.99,0.737,80.2
B,10,2,20,12.34,24.5,4.3,1.69,0.966,0.98,99.0
B,19,5,5,11.89,7.0,8.7,5.0,0.96,0.823,69.5
B,0,3,21,12.2,11.1,7.2,3.82,0.693,0.621,69.28
B,13,6,26,12.73,6.8,8.1,3.97,0.851,0.887,84.62
B,19,6,16,14.92,18.6,6.3,3.22,0.968,0.944,88.05
B,8,1,16,13.19,15.7,4.0,2.97,0.715,0.553,65.55
B,7,6,18,11.54,16.2,8.1,5.4,0.99,0.923,89.67
B,14,6,19,13.08,18.7,6.4,4.64,0.815,0.953,84.68
B,11,5,6,12.97,22.4,7.1,2.96,0.904,0.884,76.44
B,5,5,14,13.02,11.7,6.6,1.8,0.434,0.647,71.49
B,6,1,11,14.01,20.5,3.6,2.41,0.945,0.98,95.15
B,19,5,10,14.02,7.7,7.5,1.98,0.99,0.98,99.0
B,7,2,10,13.69,6.3,11.8,2.6,0.99,0.865,82.55
B,21,0,7,13.91,18.4,8.3,5.29,0.645,0.685,61.24
B,16,3,10,13.86,25.5,7.0,4.58,0.99,0.939,96.26
B,11,4,17,14.68,6.1,3.7,2.84,0.99,0.784,86.1
B,16,0,8,13.98,5.2,6.5,2.84,0.859,0.738,70.79
B,0,6,10,12.98,13.8,7.7,2.83,0.773,0.717,71.66
B,6,2,8,13.06,16.4,9.1,2.71,0.99,0.783,73.95
B,15,6,18,12.51,20.3,7.8,4.08,0.936,0.709,80.31
B,18,3,16,12.36,7.4,7.5,1.92,0.68,0.851,87.16
B,12,4,14,13.02,19.2,9.6,2.11,0.789,0.784,77.34
B,3,5,13,15.16,5.5,3.4,3.71,0.59,0.727,71.12
B,23,2,10,13.26,7.2,11.3,2.95,0.575,0.873,68.53
B,16,5,17,12.75,11.8,9.5,0.9,0.99,0.98,99.0
B,3,3,14,12.53,7.9,9.3,3.52,0.628,0.639,64.71
B,7,2,15,10.69,23.1,8.9,2.97,0.893,0.781,86.45
B,3,3,14,13.1,36.1,5.5,5.06,0.772,0.594,86.84
B,5,2,11,11.93,20.2,5.4,3.02,0.661,0.813,71.4
B,8,1,12,11.22,7.7,5.0,3.87,0.674,0.643,66.96
B,19,4,15,13.5,23.2,5.7,2.8,0.865,0.746,82.89
B,23,3,6,13.87,24.3,12.0,3.77,0.856,0.655,65.47
B,21,6,15,11.61,17.5,6.2,1.41,0.679,0.623,76.41
B,18,0,18,12.37,17.4,3.7,1.55,0.99,0.74,96.18
B,8,3,22,13.67,18.9,5.3,2.92,0.932,0.98,86.8
B,6,4,18,13.26,15.0,8.6,4.74,0.955,0.894,85.09
B,1,5,10,12.99,12.5,7.1,4.57,0.543,0.818,67.96
B,18,0,18,13.25,14.1,7.5,1.43,0.696,0.766,86.56
B,6,6,11,12.93,28.0,10.9,3.25,0.99,0.905,99.0
B,20,6,10,11.8,25.4,7.6,4.57,0.99,0.901,87.65
B,6,1,20,10.44,4.6,9.0,3.41,0.707,0.98,80.36
B,19,0,15,12.2,7.5,11.6,4.48,0.644,0.919,78.99
B,8,1,16,13.3,23.9,9.8,3.83,0.952,0.768,87.03
B,2,0,11,13.64,17.0,9.2,4.1,0.707,0.572,65.13
B,11,1,18,14.62,4.7,6.7,1.77,0.793,0.98,98.41
B,7,2,8,12.25,14.1,3.3,3.54,0.894,0.707,75.22
B,2,0,11,13.25,8.2,7.0,4.43,0.627,0.637,64.59
B,8,0,18,12.24,6.6,6.2,1.9,0.783,0.854,93.04
B,17,3,14,12.8,7.9,3.6,1.75,0.99,0.945,99.0
B,20,3,11,11.86,9.9,5.0,1.72,0.99,0.98,98.63
B,3,2,11,12.42,24.8,9.7,2.51,0.555,0.667,70.72
B,18,0,6,12.68,12.6,11.0,3.52,0.904,0.88,72.18
B,0,0,8,13.91,21.2,7.3,1.38,0.724,0.617,70.59
B,21,0,10,14.24,17.5,8.1,2.17,0.719,0.675,66.42
B,13,0,5,14.92,18.4,8.7,4.01,0.99,0.857,71.81
B,22,4,7,9.96,11.1,7.2,5.18,0.665,0.803,65.74
B,14,0,16,13.75,5.7,4.2,2.47,0.863,0.756,81.68
B,1,6,15,13.02,11.4,7.3,3.56,0.765,0.894,82.73
B,12,6,10,12.58,5.8,9.6,1.73,0.879,0.98,97.17
B,11,4,12,13.77,13.9,12.0,4.33,0.895,0.932,86.05
B,7,4,17,13.06,3.6,0.8,2.51,0.954,0.94,99.0
B,11,5,11,15.52,6.4,4.0,3.25,0.926,0.947,88.96
B,19,6,7,12.56,13.3,6.5,3.19,0.909,0.874,76.92
B,11,1,19,13.38,4.9,9.0,2.96,0.99,0.966,89.83
B,17,2,14,11.34,14.0,6.6,4.34,0.878,0.861,77.71
B,15,5,10,11.58,12.1,7.9,2.17,0.99,0.907,84.01
B,12,0,17,14.41,40.8,5.3,4.8,0.952,0.98,99.0
B,20,0,18,11.44,7.8,5.4,3.49,0.99,0.98,88.34
B,8,4,13,13.16,12.7,10.0,4.92,0.99,0.98,88.98
B,23,4,15,12.95,25.2,6.0,3.47,0.601,0.699,76.08
B,9,4,12,11.28,18.3,9.1,3.38,0.955,0.939,83.12
B,7,2,15,12.46,18.5,8.8,2.26,0.711,0.762,73.41
B,18,6,14,11.66,9.0,5.9,4.58,0.772,0.79,76.33
B,15,4,9,13.04,23.1,11.9,2.76,0.935,0.761,79.88
B,15,0,12,12.91,3.0,8.7,4.27,0.842,0.886,85.66
B,23,5,4,13.32,13.6,6.7,3.63,0.763,0.649,54.35
B,9,2,11,13.09,4.3,6.7,2.71,0.641,0.704,68.48
B,4,1,11,13.4,12.3,6.7,2.57,0.781,0.666,73.92
B,5,0,6,13.63,48.0,8.1,2.78,0.697,0.724,93.47
B,9,1,15,13.91,14.7,7.3,1.63,0.99,0.958,99.0
B,19,1,12,14.02,12.9,8.6,2.55,0.848,0.828,83.76
B,23,0,12,11.05,31.4,7.1,2.57,0.59,0.626,80.64
B,13,6,16,12.57,12.9,9.0,4.13,0.99,0.697,79.3
B,3,5,11,15.33,3.9,7.7,5.24,0.676,0.669,69.35
B,16,2,26,12.69,16.7,6.1,3.62,0.99,0.933,84.26
B,4,1,2,12.57,43.3,7.0,3.52,0.591,0.781,80.22
B,9,4,4,13.82,7.7,7.9,5.22,0.859,0.922,67.38
B,15,2,12,10.99,11.9,7.6,1.26,0.99,0.885,99.0
B,16,0,15,12.5,3.4,10.7,3.93,0.746,0.717,76.49
B,22,4,14,12.35,47.0,5.3,2.22,0.573,0.775,99.0
B,20,3,5,12.38,10.6,6.1,1.84,0.757,0.965,80.54
B,11,0,13,13.26,8.0,5.5,2.5,0.99,0.875,84.33
B,21,2,13,13.74,15.3,6.7,3.09,0.696,0.816,79.16
B,14,6,8,15.01,8.1,5.7,3.98,0.755,0.823,67.41
B,12,5,16,14.21,4.5,9.9,0.9,0.99,0.888,98.4
B,9,0,13,14.27,7.3,6.6,0.9,0.84,0.838,95.55
B,4,2,13,13.96,9.2,5.8,3.3,0.724,0.98,77.89
B,4,0,15,12.19,18.4,5.1,3.37,0.622,0.819,72.39
B,12,6,6,12.82,28.0,8.2,4.5,0.99,0.737,79.13
B,17,5,17,14.06,18.6,6.4,2.38,0.916,0.675,76.72
B,0,4,9,14.4,4.1,4.2,3.35,0.798,0.622,67.07
B,2,6,11,13.72,9.8,12.0,1.73,0.99,0.674,91.14
B,23,5,8,13.39,12.7,11.5,3.95,0.763,0.442,54.61
B,3,2,11,13.91,25.2,9.2,4.24,0.686,0.842,85.29
B,12,1,16,14.4,18.0,7.3,3.32,0.767,0.867,78.32
B,4,6,7,13.62,19.9,7.9,2.07,0.49,0.767,60.32
B,6,5,10,12.34,11.2,9.3,1.1,0.99,0.784,91.17
B,4,3,13,11.97,35.4,7.9,4.2,0.689,0.684,92.52
B,16,1,18,13.16,6.0,6.2,2.25,0.99,0.888,86.15
B,23,1,13,13.87,19.5,9.6,5.4,0.715,0.657,69.24
B,4,4,2,13.01,19.8,4.5,2.8,0.748,0.803,59.96
B,13,2,14,13.4,12.9,9.1,3.49,0.99,0.833,82.18
B,14,2,15,12.67,7.6,9.9,2.82,0.99,0.914,87.71
B,8,2,21,12.08,7.3,4.6,4.67,0.99,0.98,93.28
B,20,4,15,11.44,8.5,8.1,3.16,0.963,0.939,87.35
B,22,2,8,14.98,40.7,8.0,2.41,0.732,0.629,85.83
B,23,2,12,15.81,7.5,5.6,4.37,0.763,0.586,67.26
B,5,0,13,15.25,18.5,10.1,5.4,0.717,0.782,77.44
B,18,0,15,11.39,23.6,6.5,4.05,0.99,0.934,92.0
B,9,1,20,11.3,20.1,5.3,2.06,0.907,0.979,91.37
B,18,4,14,12.56,5.0,5.8,2.24,0.99,0.937,88.04
B,23,6,7,10.99,13.5,7.8,4.16,0.485,0.55,52.72
B,20,2,12,13.85,3.3,6.7,1.75,0.913,0.89,96.1
B,4,5,6,11.88,26.9,3.7,5.35,0.595,0.693,69.21
B,18,5,19,11.75,12.6,9.9,2.02,0.99,0.769,77.06
B,15,6,13,12.39,10.2,6.3,1.99,0.99,0.98,99.0
B,3,0,17,15.59,3.5,6.5,1.76,0.47,0.593,72.72
B,22,2,6,12.44,12.1,11.6,3.41,0.599,0.816,59.4
B,12,6,15,12.56,11.4,2.0,4.32,0.99,0.566,80.61
B,22,4,10,11.87,24.7,9.5,3.92,0.752,0.646,74.37
B,0,3,13,13.77,4.0,9.7,3.23,0.448,0.573,61.29
B,15,6,22,14.01,9.7,6.7,3.89,0.807,0.98,83.97
B,14,6,22,13.43,10.8,8.1,2.8,0.937,0.939,84.97
B,11,4,17,13.18,11.3,7.2,2.94,0.911,0.93,85.75
B,12,6,16,14.47,10.5,11.0,0.97,0.88,0.826,94.53
B,7,4,16,12.04,14.2,9.2,3.32,0.827,0.899,80.48
B,17,3,10,14.29,11.2,5.6,2.75,0.99,0.869,83.57
B,3,2,1,13.67,20.7,6.1,2.23,0.59,0.78,47.07
B,9,4,21,12.63,17.6,8.7,1.49,0.99,0.98,99.0
B,20,5,11,14.05,13.7,10.5,3.95,0.99,0.842,85.03
B,2,0,10,12.8,12.9,7.7,1.38,0.684,0.576,72.19
B,6,6,13,11.78,17.7,7.2,2.64,0.877,0.918,83.78
B,0,1,10,12.38,16.1,3.7,4.04,0.68,0.707,72.37
B,8,1,15,12.19,15.7,7.8,3.01,0.99,0.98,90.08
B,10,4,13,13.96,9.5,8.2,3.86,0.99,0.934,87.99
B,6,1,14,11.29,19.7,9.2,2.13,0.99,0.98,88.3
B,18,5,7,13.31,7.4,8.2,2.8,0.99,0.911,80.14
B,4,5,17,11.76,11.6,6.1,1.22,0.751,0.74,84.92
B,18,1,16,12.83,11.1,8.7,4.63,0.873,0.867,83.31
B,9,1,8,11.0,11.2,5.3,1.57,0.969,0.689,82.33
B,2,4,13,12.4,12.2,10.6,1.68,0.81,0.808,88.77
B,20,0,12,13.87,4.9,7.8,3.65,0.907,0.758,78.42
B,21,4,13,10.98,17.9,7.2,1.87,0.581,0.797,82.68
B,19,6,6,14.19,45.9,8.2,4.34,0.916,0.741,99.0
B,6,4,13,13.9,2.9,9.2,3.97,0.918,0.98,85.41
B,20,2,19,11.48,10.4,11.2,4.74,0.935,0.71,77.32
B,22,3,14,14.06,8.6,5.8,2.78,0.698,0.602,64.76
B,11,6,9,14.71,27.2,9.4,3.85,0.96,0.98,95.98
B,16,0,9,13.48,19.7,8.8,3.96,0.662,0.886,68.9
B,3,3,11,11.91,15.2,8.3,2.13,0.698,0.779,72.62
B,21,6,12,11.8,18.7,8.9,3.0,0.626,0.778,70.2
B,8,5,10,13.82,23.4,9.7,2.89,0.976,0.699,78.28
B,3,2,15,11.06,5.9,8.1,3.88,0.68,0.746,70.77
B,15,2,14,14.52,17.8,8.6,3.12,0.893,0.967,88.58
B,15,5,20,14.08,14.5,7.7,2.42,0.99,0.84,84.2
B,14,1,7,14.59,9.4,6.2,3.77,0.99,0.529,61.43
B,11,0,14,10.96,7.7,7.9,4.21,0.99,0.932,91.1
B,23,6,5,11.74,14.0,7.9,3.49,0.602,0.73,55.37
B,11,5,5,13.38,10.4,9.1,2.44,0.99,0.98,75.13
B,14,5,12,12.09,8.0,6.6,2.46,0.906,0.866,80.4
B,19,6,14,12.78,13.1,6.1,1.5,0.837,0.918,93.62
B,14,0,12,15.18,5.6,10.9,3.45,0.911,0.84,83.3
B,22,5,14,9.75,8.2,5.5,3.32,0.63,0.689,69.27
B,0,1,12,13.15,20.6,9.2,1.47,0.767,0.71,85.32
B,7,0,17,12.94,12.8,7.8,2.4,0.794,0.637,69.7
B,9,5,16,12.16,11.0,8.5,4.64,0.793,0.962,85.85
B,15,4,19,12.82,2.5,4.4,4.54,0.944,0.563,73.8
B,3,4,15,14.71,25.9,8.1,2.29,0.689,0.652,78.24
B,11,0,21,14.03,17.2,9.9,4.75,0.757,0.858,75.99
B,11,6,14,13.45,12.8,7.8,2.1,0.826,0.746,79.72
B,8,4,18,13.78,9.7,7.0,2.09,0.94,0.775,81.85
B,3,6,14,12.49,14.2,6.4,2.64,0.825,0.678,72.48
B,8,3,13,11.19,21.9,7.3,5.4,0.99,0.869,87.77
B,12,2,9,10.96,12.7,7.3,3.29,0.99,0.859,79.77
B,8,0,12,11.76,7.7,3.5,2.96,0.99,0.949,93.3
B,0,3,11,11.4,4.6,9.1,4.27,0.546,0.564,62.16
B,0,5,5,12.16,16.9,8.7,4.89,0.661,0.889,65.51
B,4,3,12,10.95,2.9,3.6,2.2,0.647,0.783,74.44
B,11,3,7,14.43,28.9,2.4,1.04,0.95,0.672,96.96
B,7,5,21,13.6,9.1,5.9,1.55,0.926,0.849,94.41
B,9,2,15,15.19,9.5,8.5,4.22,0.869,0.638,73.11
B,4,6,10,11.44,5.7,9.3,5.4,0.713,0.752,71.4
B,19,3,17,13.15,9.4,9.6,3.24,0.953,0.643,79.17
B,10,4,12,14.08,7.7,11.6,3.3,0.99,0.98,90.59
B,3,0,16,14.26,13.6,7.6,4.86,0.788,0.835,76.74
B,10,4,15,12.5,16.0,7.5,0.9,0.923,0.726,88.64
B,14,3,12,12.06,19.0,5.6,4.7,0.99,0.924,87.77
B,18,1,11,13.75,17.3,8.6,2.63,0.875,0.695,77.92
B,6,6,15,12.78,7.6,5.7,3.49,0.872,0.648,74.02
B,22,5,14,12.13,7.3,6.6,4.38,0.548,0.546,65.7
B,20,1,12,13.28,18.5,8.2,3.68,0.665,0.764,70.27
B,1,3,7,13.02,27.7,7.2,3.47,0.823,0.699,75.5
B,21,5,10,12.62,22.3,6.8,4.63,0.449,0.815,70.37
B,15,2,17,11.42,8.1,8.4,3.95,0.989,0.575,76.61
B,18,3,17,14.35,6.3,5.2,2.52,0.99,0.98,86.74
B,1,3,12,13.15,8.0,11.8,3.14,0.551,0.799,70.7
B,22,4,11,12.17,13.5,12.0,3.55,0.918,0.82,77.55
B,22,1,10,12.19,5.7,6.3,2.65,0.839,0.693,70.79
B,23,5,11,12.19,5.8,6.6,3.55,0.81,0.664,69.22
B,8,5,14,13.83,7.2,6.5,3.17,0.99,0.837,84.69
B,7,3,15,13.04,20.0,9.1,5.4,0.92,0.523,72.89
B,18,3,12,13.04,22.6,8.4,4.98,0.942,0.98,92.32
B,3,6,13,11.82,27.9,10.2,2.93,0.646,0.804,80.05
B,2,5,10,13.52,15.3,8.5,3.71,0.812,0.517,63.38
B,23,1,3,13.92,22.4,4.5,4.36,0.72,0.739,56.14
B,8,2,14,12.69,21.0,11.3,2.42,0.983,0.864,84.92
B,0,5,10,12.05,3.3,8.8,1.69,0.802,0.842,90.71
B,15,1,13,13.03,7.1,10.8,3.58,0.841,0.98,84.61
B,3,6,8,13.29,21.2,3.1,4.11,0.889,0.754,82.44
B,19,0,25,12.92,7.4,4.4,1.82,0.944,0.955,99.0
B,19,2,5,13.42,13.9,10.4,2.16,0.889,0.977,76.17
B,15,5,13,13.57,18.3,6.5,2.27,0.944,0.793,83.98
B,3,1,3,14.6,13.2,7.3,3.0,0.714,0.771,55.19
B,13,6,16,13.75,13.5,9.4,4.18,0.891,0.901,84.74
B,8,6,13,13.37,16.4,2.5,3.53,0.99,0.949,97.2
B,12,6,18,13.95,18.0,11.1,2.74,0.99,0.971,88.93
B,20,5,14,14.17,14.6,9.4,3.09,0.99,0.86,85.63
B,2,6,17,12.16,15.9,8.2,2.81,0.57,0.788,70.98
B,6,6,17,10.62,9.8,7.8,3.24,0.99,0.84,85.99
B,0,5,12,12.89,16.5,7.8,3.27,0.582,0.798,68.48
B,13,3,15,15.38,17.8,12.0,2.78,0.893,0.695,76.44
B,23,5,13,10.88,6.4,9.9,0.9,0.99,0.676,90.39
B,12,3,10,14.97,22.0,8.0,4.0,0.99,0.775,81.21
B,0,4,12,11.8,7.1,5.6,2.49,0.612,0.784,71.72
B,0,0,11,11.88,11.1,9.8,4.26,0.955,0.786,80.66
B,13,5,17,15.38,12.8,9.3,3.39,0.941,0.811,82.95
B,18,5,6,13.22,7.6,8.6,2.89,0.99,0.831,72.03
B,8,0,17,11.73,12.2,11.2,2.84,0.947,0.84,83.42
B,20,3,10,14.5,6.5,7.3,5.28,0.99,0.847,79.41
B,7,3,13,11.41,18.4,5.9,4.43,0.878,0.771,78.06
B,22,4,12,15.38,13.2,5.2,2.13,0.594,0.646,66.58
B,15,6,6,13.04,13.6,10.4,3.26,0.99,0.901,73.91
B,3,1,20,16.5,18.6,8.9,3.3,0.635,0.667,70.31
B,7,4,14,13.66,8.5,6.9,4.24,0.77,0.749,75.84
B,9,3,21,12.79,40.3,7.2,3.72,0.754,0.928,99.0
B,2,2,11,12.6,15.4,4.9,1.54,0.826,0.708,85.89
B,20,5,10,12.53,3.4,10.2,3.36,0.99,0.895,85.25
B,0,1,10,12.62,15.0,8.0,5.36,0.869,0.665,70.49
B,18,1,10,14.67,13.7,10.6,3.65,0.802,0.948,82.25
B,3,6,10,10.75,23.1,6.9,1.32,0.71,0.776,85.86
B,21,0,17,13.09,6.4,8.3,2.81,0.683,0.669,68.13
B,21,0,12,13.76,10.6,6.3,3.64,0.52,0.762,70.27
B,19,1,22,13.41,11.4,8.6,1.45,0.99,0.746,92.81
B,5,1,6,12.58,14.0,7.6,3.01,0.726,0.571,55.93
B,7,5,12,12.61,10.2,6.0,1.66,0.99,0.894,99.0
B,20,3,10,12.89,29.4,7.6,4.18,0.647,0.785,82.96
B,22,3,12,12.33,10.6,9.3,1.54,0.381,0.703,74.16
B,5,3,10,12.38,34.6,8.7,3.1,0.491,0.71,81.69
B,11,0,21,12.2,2.5,4.1,4.07,0.779,0.869,80.91
B,16,0,14,12.16,7.9,5.5,2.42,0.714,0.842,75.41
B,12,3,8,14.6,7.6,6.5,2.58,0.99,0.98,81.32
B,18,3,15,11.46,5.5,5.9,2.86,0.944,0.923,87.94
B,1,4,16,15.31,13.0,8.3,5.31,0.538,0.517,61.25
B,7,0,15,12.57,23.2,4.1,1.96,0.99,0.967,99.0
B,8,2,7,12.38,16.5,10.1,2.56,0.954,0.72,68.32
B,12,6,20,12.95,2.2,6.3,1.63,0.99,0.98,99.0
